trip_uuid,Line_Id,source_center,destination_center
trip-153801683828243027,1,IND411021AAA,IND411033AAA
trip-153801689263128239,1,IND421302AAG,IND400072AAJ
trip-153801701919466500,1,IND400072AAB,IND400011AAA
trip-153801730203957725,1,IND211002AAB,IND211011AAA
trip-153801730203957725,2,IND211011AAA,IND212501AAA
trip-153801730203957725,3,IND212501AAA,IND212402AAA
trip-153801730203957725,4,IND212402AAA,IND211002AAB
trip-153801740208842388,1,IND583201AAA,IND583227AAA
trip-153801740208842388,2,IND583227AAA,IND583231AAA
trip-153801740208842388,3,IND583231AAA,IND583201AAA
trip-153801743663668901,1,IND160002AAC,IND000000ACB
trip-153801769067473643,1,IND562132AAA,IND560048AAB
trip-153801780784397001,1,IND400072AAD,IND421302AAG
trip-153801800986292862,1,IND452001AAC,IND425201AAA
trip-153801800986292862,2,IND425201AAA,IND425508AAB
trip-153801800986292862,3,IND425508AAB,IND450331AAA
trip-153801800986292862,4,IND450331AAA,IND452001AAC
trip-153801845762494462,1,IND174021AAA,IND176048AAA
trip-153801859365729551,1,IND248197AAA,IND248122AAB
trip-153801859365729551,2,IND248122AAB,IND248001AAA
trip-153801860055093204,1,IND600056AAB,IND600110AAA
trip-153801898968099980,1,IND560300AAA,IND560058AAB
trip-153801898968099980,2,IND560058AAB,IND560060AAB
trip-153801901719715756,1,IND560300AAA,IND560078AAC
trip-153801919545775015,1,IND000000ACB,IND121004AAB
trip-153801941816030383,1,IND421302AAG,IND000000AFT
trip-153801941816030383,2,IND400701AAB,IND421302AAG
trip-153801958861229066,1,IND416510AAA,IND416606AAA
trip-153801958861229066,2,IND416606AAA,IND416510AAA
trip-153801965215746642,1,IND370110AAA,IND370001AAA
trip-153801965215746642,2,IND370001AAA,IND370615AAB
trip-153801971539636598,1,IND000000ACB,IND131028AAB
trip-153801972092807350,1,IND562132AAA,IND560002AAA
trip-153801974929418012,1,IND400072AAB,IND421302AAS
trip-153801984782174805,1,IND000000AFT,IND410209AAA
trip-153801993971948889,1,IND421302AAR,IND421004AAA
trip-153802009590023793,1,IND421302AAG,IND401104AAA
trip-153802020615307688,1,IND181152AAB,IND181201AAB
trip-153802021359954030,1,IND517501AAB,IND517583AAA
trip-153802021359954030,2,IND517583AAA,IND516101AAA
trip-153802021359954030,3,IND516101AAA,IND516115AAA
trip-153802021359954030,4,IND516115AAA,IND517501AAB
trip-153802022269159154,1,IND396321AAA,IND396580AAB
trip-153802026626035019,1,IND786181AAC,IND792120AAB
trip-153802045798672912,1,IND560099AAB,IND560002AAA
trip-153802053032411379,1,IND411033AAA,IND000000ACB
trip-153802060337219469,1,IND110037AAM,IND110024AAA
trip-153802064373219544,1,IND560099AAB,IND560060AAB
trip-153802078450459942,1,IND517501AAB,IND517644AAA
trip-153802078450459942,2,IND517644AAA,IND524132AAA
trip-153802078450459942,3,IND524132AAA,IND524101AAB
trip-153802078450459942,4,IND524101AAB,IND517501AAB
trip-153802088106512436,1,IND421302AAR,IND421301AAA
trip-153802092485997218,1,IND560099AAB,IND560043AAC
trip-153802096881263553,1,IND562132AAA,IND560060AAB
trip-153802109832459779,1,IND560058AAD,IND562132AAA
trip-153802125198343795,1,IND532001AAB,IND532421AAA
trip-153802125198343795,2,IND532421AAA,IND532201AAA
trip-153802125198343795,3,IND532201AAA,IND532222AAA
trip-153802125198343795,4,IND532222AAA,IND761200AAA
trip-153802125198343795,5,IND761200AAA,IND532001AAB
trip-153802129387685527,1,IND532001AAB,IND532127AAA
trip-153802129387685527,2,IND532127AAA,IND535591AAA
trip-153802129387685527,3,IND535558AAA,IND535501AAB
trip-153802129387685527,4,IND535501AAB,IND532440AAA
trip-153802129387685527,5,IND532440AAA,IND532001AAB
trip-153802134955251412,1,IND000000ACB,IND122001AAA
trip-153802148327718271,1,IND400072AAC,IND400011AAA
trip-153802155000375344,1,IND421302AAR,IND400612AAA
trip-153802167878739746,1,IND560099AAB,IND560048AAB
trip-153802169324422086,1,IND000000ACB,IND121002AAB
trip-153802185827308842,1,IND560300AAA,IND560099AAB
trip-153802191796534285,1,IND411033AAA,IND411021AAA
trip-153802192362042169,1,IND412105AAC,IND411017AAA
trip-153802205031197872,1,IND421302AAG,IND110037AAM
trip-153802207542475434,1,IND400072AAB,IND401104AAA
trip-153802212947301515,1,IND712311AAA,IND700065AAA
trip-153802263518737357,1,IND401501AAA,IND401602AAA
trip-153802263518737357,2,IND401602AAA,IND401501AAA
trip-153802263936969812,1,IND110037AAM,IND282001AAA
trip-153802263936969812,2,IND282002AAD,IND205001AAB
trip-153802266871924029,1,IND382430AAB,IND380015AAB
trip-153802266871924029,2,IND380006AAB,IND382430AAB
trip-153802275573428848,1,IND110037AAK,IND000000ACB
trip-153802284116523998,1,IND382430AAB,IND380054AAA
trip-153802284116523998,2,IND380054AAA,IND382430AAB
trip-153802290694177314,1,IND382430AAB,IND382345AAA
trip-153802290694177314,2,IND380021AAA,IND382430AAB
trip-153802294243762443,1,IND000000ACB,IND521225AAB
trip-153802294243762443,2,IND521225AAB,IND501359AAE
trip-153802310542891724,1,IND312605AAB,IND458001AAB
trip-153802310542891724,2,IND458001AAB,IND458990AAA
trip-153802310542891724,3,IND458990AAA,IND312605AAB
trip-153802315581973568,1,IND224001AAA,IND224141AAB
trip-153802315581973568,2,IND224141AAB,IND224122AAA
trip-153802338750770834,1,IND421302AAG,IND400015AAB
trip-153802358988013009,1,IND382430AAB,IND380005AAA
trip-153802358988013009,2,IND380005AAA,IND382421AAA
trip-153802358988013009,3,IND382421AAA,IND382430AAB
trip-153802363264323406,1,IND411033AAA,IND411014AAA
trip-153802363942560700,1,IND000000ACB,IND842001AAA
trip-153802363942560700,2,IND842001AAA,IND854326AAB
trip-153802363942560700,3,IND854326AAB,IND000000ACB
trip-153802370770061305,1,IND335513AAA,IND335803AAA
trip-153802370770061305,2,IND335803AAA,IND335804AAD
trip-153802370770061305,3,IND335804AAD,IND335703AAA
trip-153802370770061305,4,IND335703AAA,IND335701AAA
trip-153802370770061305,5,IND335701AAA,IND335051AAA
trip-153802370770061305,6,IND335051AAA,IND335513AAA
trip-153802405512502525,1,IND400072AAB,IND000000AFT
trip-153802409275836143,1,IND402107AAA,IND402109AAA
trip-153802409275836143,2,IND402109AAA,IND402301AAA
trip-153802409275836143,3,IND402301AAA,IND402107AAA
trip-153802411154608083,1,IND712311AAA,IND751002AAB
trip-153802411154608083,2,IND751002AAB,IND562132AAA
trip-153802437911881393,1,IND144001AAB,IND144401AAB
trip-153802437911881393,2,IND144401AAB,IND144001AAB
trip-153802440119159266,1,IND600056AAB,IND600044AAE
trip-153802460918116657,1,IND411033AAA,IND000000AAL
trip-153802463123456300,1,IND562132AAA,IND560083AAB
trip-153802515308038449,1,IND110037AAM,IND201001AAC
trip-153802563720573344,1,IND000000ACB,IND562132AAA
trip-153802644491927757,1,IND600032AAB,IND600076AAB
trip-153802644491927757,2,IND600076AAB,IND600032AAB
trip-153802658315990131,1,IND421302AAG,IND400072AAA
trip-153802668135030159,1,IND145001AAA,IND176201AAA
trip-153802676122545087,1,IND562132AAA,IND515004AAA
trip-153802676122545087,2,IND515004AAA,IND501359AAE
trip-153802696348213396,1,IND380006AAA,IND382430AAB
trip-153802717263634308,1,IND462022AAA,IND462011AAA
trip-153802717263634308,2,IND462042AAA,IND462022AAA
trip-153802722320288961,1,IND462001AAA,IND462022AAA
trip-153802730784119010,1,IND781005AAA,IND781018AAB
trip-153802733750635211,1,IND400102AAC,IND421302AAG
trip-153802739160849743,1,IND411021AAA,IND411033AAA
trip-153802756674571050,1,IND131028AAB,IND244001AAA
trip-153802756674571050,2,IND244001AAA,IND263153AAB
trip-153802756674571050,3,IND263153AAB,IND131028AAB
trip-153802758933547743,1,IND401104AAA,IND400072AAB
trip-153802772142403966,1,IND400015AAA,IND400072AAB
trip-153802804318823598,1,IND560078AAC,IND560099AAB
trip-153802816902953782,1,IND140301AAA,IND140901AAA
trip-153802816902953782,2,IND140901AAA,IND160002AAC
trip-153802836401649239,1,IND421302AAG,IND400102AAB
trip-153802851786289349,1,IND781018AAB,IND781022AAA
trip-153802857728103390,1,IND560300AAA,IND562132AAA
trip-153802876613714747,1,IND000000ACB,IND600056AAB
trip-153802883342944002,1,IND600032AAB,IND600056AAB
trip-153802898303605013,1,IND395023AAD,IND395006AAA
trip-153802898973535963,1,IND500008AAC,IND501359AAE
trip-153802908227850698,1,IND500050AAA,IND501359AAE
trip-153802917676320593,1,IND160002AAC,IND140603AAA
trip-153802917676320593,2,IND134109AAA,IND160002AAC
trip-153802918324336625,1,IND751014AAA,IND751002AAB
trip-153802925940397738,1,IND560002AAA,IND560099AAB
trip-153802934516473352,1,IND560048AAB,IND562132AAA
trip-153802940969421456,1,IND401104AAA,IND401208AAA
trip-153802940969421456,2,IND401209AAB,IND401104AAA
trip-153802985132068030,1,IND411033AAA,IND411036AAA
trip-153802991154151457,1,IND302014AAB,IND302023AAA
trip-153803000905966147,1,IND500080AAB,IND501359AAE
trip-153803017052517602,1,IND600044AAD,IND600048AAA
trip-153803019766517033,1,IND302014AAB,IND302006AAC
trip-153803021267734577,1,IND562132AAA,IND462022AAA
trip-153803021267734577,2,IND462022AAA,IND000000ACB
trip-153803053204417552,1,IND641062AAD,IND641001AAA
trip-153803053856623281,1,IND636016AAA,IND637211AAA
trip-153803053856623281,2,IND637211AAA,IND636402AAA
trip-153803086808414979,1,IND600016AAC,IND600119AAA
trip-153803086808414979,2,IND600119AAA,IND600016AAC
trip-153803089802585402,1,IND000000ACT,IND000000ACB
trip-153803111663500887,1,IND411033AAA,IND421302AAG
trip-153803111663500887,2,IND421302AAG,IND382430AAB
trip-153803136505848060,1,IND302014AAB,IND302006AAA
trip-153803144440374565,1,IND560048AAB,IND560099AAB
trip-153803158549013253,1,IND110043AAA,IND110078AAA
trip-153803170084108026,1,IND302014AAB,IND302004AAA
trip-153803180804347491,1,IND445101AAA,IND440014AAA
trip-153803206510190563,1,IND000000ACT,IND131028AAB
trip-153803217583954268,1,IND121004AAB,IND121001AAA
trip-153803221915032529,1,IND462022AAA,IND461001AAA
trip-153803221915032529,2,IND461111AAA,IND460001AAA
trip-153803221915032529,3,IND460001AAA,IND480334AAA
trip-153803221915032529,4,IND480334AAA,IND480106AAA
trip-153803227883801914,1,IND110064AAA,IND000000ACB
trip-153803228902370792,1,IND560002AAA,IND562132AAA
trip-153803230555036226,1,IND560099AAH,IND562125AAA
trip-153803268655358104,1,IND562132AAA,IND560078AAC
trip-153803281843382618,1,IND121004AAB,IND121102AAA
trip-153803296485050745,1,IND411033AAA,IND411021AAA
trip-153803335706034093,1,IND411014AAA,IND411033AAA
trip-153803355000256471,1,IND560043AAC,IND560064AAA
trip-153803355000256471,2,IND560064AAD,IND560043AAC
trip-153803357078084603,1,IND121004AAB,IND121004AAA
trip-153803369826452471,1,IND562132AAA,IND560002AAA
trip-153803386744307007,1,IND110044AAB,IND000000ACB
trip-153803440008913524,1,IND562132AAA,IND560300AAA
trip-153803456528077054,1,IND562132AAA,IND560060AAB
trip-153803519962034130,1,IND411033AAA,IND411014AAA
trip-153803586181651808,1,IND562132AAA,IND560099AAB
trip-153803596970784556,1,IND462022AAA,IND466001AAA
trip-153803596970784556,2,IND466001AAA,IND466116AAA
trip-153803596970784556,3,IND466116AAA,IND462022AAA
trip-153803613655859478,1,IND143001AAA,IND144001AAB
trip-153803613655859478,2,IND144001AAB,IND000000ACA
trip-153803613655859478,3,IND000000ACA,IND160002AAC
trip-153803637459531415,1,IND151001AAA,IND160002AAC
trip-153803640740788205,1,IND201307AAA,IND201301AAL
trip-153803665635114281,1,IND411014AAA,IND411043AAA
trip-153803667300905115,1,IND246174AAA,IND246444AAB
trip-153803667300905115,2,IND246444AAB,IND246424AAA
trip-153803667300905115,3,IND246424AAA,IND246174AAA
trip-153803674799495496,1,IND221313AAA,IND211002AAB
trip-153803674799495496,2,IND211002AAB,IND209304AAA
trip-153803674799495496,3,IND209304AAA,IND282001AAA
trip-153803674799495496,4,IND282001AAA,IND000000ACB
trip-153803683878704599,1,IND000000ACB,IND421302AAG
trip-153803696844914956,1,IND560083AAB,IND562132AAA
trip-153803704468135138,1,IND560099AAB,IND560300AAA
trip-153803716454009454,1,IND560300AAA,IND562132AAA
trip-153803758183582299,1,IND411021AAA,IND411033AAA
trip-153803775952929181,1,IND131028AAB,IND244235AAA
trip-153803775952929181,2,IND244235AAA,IND244901AAB
trip-153803775952929181,3,IND244901AAB,IND244221AAA
trip-153803775952929181,4,IND244221AAA,IND131028AAB
trip-153803846529715438,1,IND473226AAA,IND473001AAA
trip-153803846529715438,2,IND473001AAA,IND473331AAA
trip-153803846529715438,3,IND473331AAA,IND473226AAA
trip-153803888649276314,1,IND131021AAA,IND131028AAA
trip-153803905825393899,1,IND400072AAB,IND421302AAG
trip-153803926220373501,1,IND411033AAA,IND410505AAB
trip-153803926220373501,2,IND410505AAB,IND410501AAF
trip-153803926220373501,3,IND410501AAF,IND411033AAA
trip-153803946747942927,1,IND500010AAB,IND501359AAE
trip-153803986422273342,1,IND560060AAB,IND560099AAB
trip-153803995207530367,1,IND121001AAA,IND121004AAB
trip-153804010049682588,1,IND421302AAG,IND000000AFT
trip-153804010049682588,2,IND400701AAB,IND421302AAG
trip-153804054163353559,1,IND562132AAA,IND560300AAA
trip-153804067770328966,1,IND786181AAC,IND792121AAB
trip-153804067770328966,2,IND792121AAB,IND786181AAC
trip-153804090072530780,1,IND610001AAA,IND614715AAA
trip-153804090072530780,2,IND614715AAA,IND614809AAA
trip-153804090072530780,3,IND614809AAA,IND610001AAA
trip-153804091134941965,1,IND421302AAG,IND401104AAA
trip-153804152540650505,1,IND600044AAE,IND600056AAB
trip-153804159986224086,1,IND723131AAA,IND722140AAA
trip-153804159986224086,2,IND722140AAA,IND722151AAA
trip-153804159986224086,3,IND722151AAA,IND723130AAA
trip-153804168897321500,1,IND560099AAB,IND562132AAA
trip-153804224240745898,1,IND000000ACB,IND282002AAD
trip-153804224240745898,2,IND282002AAD,IND474003AAA
trip-153804234554508231,1,IND000000ACT,IND000000ACB
trip-153804284004810080,1,IND834002AAB,IND826004AAA
trip-153804300936851815,1,IND560099AAB,IND560300AAA
trip-153804362050839589,1,IND560078AAC,IND562132AAA
trip-153804393877867397,1,IND683511AAA,IND562132AAA
trip-153804402710475484,1,IND580028AAA,IND580002AAA
trip-153804483898083067,1,IND121002AAB,IND000000ACB
trip-153804495878156215,1,IND421302AAG,IND562132AAA
trip-153804526645636478,1,IND560300AAA,IND562132AAA
trip-153804553744330393,1,IND421302AAG,IND400072AAB
trip-153804603235229756,1,IND400102AAB,IND421302AAG
trip-153804609837438312,1,IND276128AAA,IND276305AAA
trip-153804609837438312,2,IND276305AAA,IND223101AAB
trip-153804609837438312,3,IND223101AAB,IND222125AAB
trip-153804711932455799,1,IND411036AAA,IND411033AAA
trip-153804768247611878,1,IND382430AAB,IND000000ACB
trip-153804814701324658,1,IND306401AAB,IND305001AAC
trip-153804836153331433,1,IND603203AAA,IND600044AAD
trip-153804876626979643,1,IND600056AAB,IND600032AAB
trip-153804903050675508,1,IND421302AAG,IND400072AAB
trip-153804913581490167,1,IND713205AAB,IND712311AAA
trip-153804941588595602,1,IND421302AAG,IND501359AAE
trip-153804951392087080,1,IND400072AAD,IND421302AAG
trip-153804965674789965,1,IND000000ACB,IND160002AAC
trip-153804970591771099,1,IND560300AAA,IND560099AAB
trip-153805041804086301,1,IND271210AAA,IND271001AAA
trip-153805047737792255,1,IND756019AAA,IND757025AAA
trip-153805047737792255,2,IND757025AAA,IND757001AAA
trip-153805047737792255,3,IND757001AAA,IND757041AAA
trip-153805077563811568,1,IND000000ACB,IND131028AAB
trip-153805165870283838,1,IND000000ACB,IND122001AAA
trip-153805261265714576,1,IND110037AAM,IND202001AAB
trip-153805261265714576,2,IND202001AAB,IND282002AAD
trip-153805359066951307,1,IND501359AAG,IND000000ACN
trip-153805376250249374,1,IND110044AAB,IND131028AAB
trip-153805389592680306,1,IND302014AAA,IND303702AAB
trip-153805389592680306,2,IND303702AAB,IND332404AAA
trip-153805389592680306,3,IND332404AAA,IND332001AAB
trip-153805389592680306,4,IND332001AAB,IND334001AAB
trip-153805389592680306,5,IND341303AAA,IND341306AAA
trip-153805389651053079,1,IND562132AAA,IND560300AAA
trip-153805391784007900,1,IND221313AAA,IND232101AAB
trip-153805391784007900,2,IND232101AAB,IND232104AAB
trip-153805391784007900,3,IND232104AAB,IND233221AAC
trip-153805395578070317,1,IND562132AAA,IND000000ACB
trip-153805399639328387,1,IND131028AAB,IND000000ACB
trip-153805475168422040,1,IND421302AAG,IND400015AAA
trip-153805552527207374,1,IND421302AAG,IND400072AAA
trip-153805553269544709,1,IND600056AAB,IND600044AAE
trip-153805555944969520,1,IND500050AAA,IND501359AAE
trip-153805563786562287,1,IND600032AAB,IND600044AAD
trip-153805578102912728,1,IND382430AAB,IND384205AAA
trip-153805613083409355,1,IND562132AAA,IND560043AAC
trip-153805630899134798,1,IND501359AAE,IND506002AAA
trip-153805630899134798,2,IND506002AAA,IND506143AAA
trip-153805630899134798,3,IND506143AAA,IND506167AAB
trip-153805630899134798,4,IND506167AAB,IND501359AAE
trip-153805652998098574,1,IND313001AAB,IND327001AAB
trip-153805652998098574,2,IND327001AAB,IND312605AAB
trip-153805745788372792,1,IND562132AAA,IND560099AAB
trip-153805777481903807,1,IND600056AAB,IND600032AAB
trip-153805785191245224,1,IND400072AAB,IND421302AAG
trip-153805821450478043,1,IND501359AAE,IND585104AAA
trip-153805845189228423,1,IND000000ABG,IND501359AAF
trip-153805869531137566,1,IND462022AAA,IND209304AAA
trip-153805869531137566,2,IND209304AAA,IND000000ACB
trip-153805880572926334,1,IND401104AAB,IND421302AAG
trip-153805928502327864,1,IND000000ACB,IND110085AAB
trip-153805929645698249,1,IND781018AAB,IND712311AAA
trip-153805929645698249,2,IND712311AAA,IND421302AAG
trip-153805934230149174,1,IND000000ACK,IND501359AAF
trip-153805944999526657,1,IND411033AAA,IND413002AAA
trip-153805944999526657,2,IND413002AAA,IND413501AAA
trip-153805944999526657,3,IND413501AAA,IND413401AAA
trip-153805944999526657,4,IND413401AAA,IND411033AAA
trip-153805947380180455,1,IND160002AAC,IND142001AAB
trip-153805947380180455,2,IND152026AAA,IND000000ACA
trip-153805947380180455,3,IND000000ACA,IND160002AAC
trip-153805954150544527,1,IND160002AAC,IND110037AAM
trip-153805970098367291,1,IND000000ACB,IND110030AAD
trip-153806000096670873,1,IND000000ACK,IND501359AAF
trip-153806016302530101,1,IND421302AAG,IND400102AAC
trip-153806017528059809,1,IND000000ACA,IND142001AAB
trip-153806017528059809,2,IND142001AAB,IND152026AAA
trip-153806017528059809,3,IND152026AAA,IND151001AAA
trip-153806041711097254,1,IND000000ACB,IND110064AAA
trip-153806045801938582,1,IND400064AAB,IND400072AAD
trip-153806064552634701,1,IND562132AAA,IND560300AAA
trip-153806070017608690,1,IND600016AAB,IND600044AAC
trip-153806112347839191,1,IND302014AAA,IND301001AAB
trip-153806112347839191,2,IND303106AAA,IND303002AAA
trip-153806112347839191,3,IND303002AAA,IND302014AAA
trip-153806120345334308,1,IND560058AAD,IND562132AAA
trip-153806150269503758,1,IND400011AAA,IND400072AAD
trip-153806153543951586,1,IND000000ACB,IND110043AAA
trip-153806162117450214,1,IND600008AAA,IND600044AAC
trip-153806180943413078,1,IND000000ACN,IND501359AAF
trip-153806218313830362,1,IND600032AAB,IND600056AAB
trip-153806269223115330,1,IND000000ADV,IND600044AAC
trip-153806291600801825,1,IND560099AAB,IND560060AAB
trip-153806294085043611,1,IND400705AAA,IND421302AAH
trip-153806294729162655,1,IND523002AAA,IND523226AAA
trip-153806294729162655,2,IND523226AAA,IND523316AAB
trip-153806294729162655,3,IND523316AAB,IND522647AAA
trip-153806294729162655,4,IND522647AAA,IND523201AAA
trip-153806295747495270,1,IND560099AAB,IND560043AAC
trip-153806303608484623,1,IND560099AAB,IND560058AAB
trip-153806309018898401,1,IND523002AAA,IND523230AAA
trip-153806309018898401,2,IND523230AAA,IND523105AAA
trip-153806309018898401,3,IND523105AAA,IND524201AAA
trip-153806309018898401,4,IND524201AAA,IND523002AAA
trip-153806315736711064,1,IND560099AAB,IND560048AAB
trip-153806321202420257,1,IND560099AAB,IND560300AAA
trip-153806321782892970,1,IND247554AAA,IND248001AAA
trip-153806322965818682,1,IND131028AAB,IND247667AAB
